Mod:Item:MetaData, Localized Name
thaumcraft:stone_ancient_glyphed, Glyphed Stone
thaumcraft:stone_ancient_doorway, Ancient Barrier
thaumcraft:stone_eldritch_tile, Eldritch Stone
thaumcraft:stone_porous, Porous Stone
thaumcraft:stairs_arcane, Arcane Stone Stairs
thaumcraft:stairs_arcane_brick, Arcane Brick Stairs
thaumcraft:stairs_ancient, Ancient Stone Stairs
thaumcraft:slab_arcane_stone:0, Arcane Stone Slab
thaumcraft:slab_arcane_brick:0, Arcane Brick Slab
thaumcraft:slab_ancient:0, Ancient Stone Slab
thaumcraft:slab_eldritch:0, Eldritch Stone Slab
thaumcraft:sapling_greatwood, Greatwood Sapling
thaumcraft:sapling_silverwood, Silverwood Sapling
thaumcraft:log_greatwood, Greatwood Log
thaumcraft:log_silverwood, Silverwood Log
thaumcraft:leaves_greatwood, Greatwood Leaves
thaumcraft:leaves_silverwood, Silverwood Leaves
thaumcraft:shimmerleaf, Shimmerleaf
thaumcraft:cinderpearl, Cinderpearl
thaumcraft:vishroom, Vishroom
thaumcraft:plank_greatwood, Greatwood Planks
thaumcraft:plank_silverwood, Silverwood Planks
thaumcraft:stairs_greatwood, Greatwood Stairs
thaumcraft:stairs_silverwood, Silverwood Stairs
thaumcraft:slab_greatwood:0, Greatwood Slab
thaumcraft:slab_silverwood:0, Silverwood Slab
thaumcraft:amber_block, Amber Block
thaumcraft:amber_brick, Amber Bricks
thaumcraft:flesh_block, Block of Flesh
thaumcraft:loot_crate_common, Common Crate
thaumcraft:loot_crate_uncommon, Uncommon Crate
thaumcraft:loot_crate_rare, Rare Crate
thaumcraft:loot_urn_common, Common Urn
thaumcraft:loot_urn_uncommon, Uncommon Urn
thaumcraft:loot_urn_rare, Rare Urn
thaumcraft:taint_fibre, Fibrous Taint
thaumcraft:taint_crust, Crusted Taint
thaumcraft:taint_soil, Tainted Soil
thaumcraft:taint_rock, Tainted Rock
thaumcraft:taint_geyser, Taint Geyser
thaumcraft:taint_feature, Swollen Taint
thaumcraft:taint_log, Taintwood Log
thaumcraft:grass_ambient, Ambient Grass Block
thaumcraft:table_wood, Wood Table
thaumcraft:table_stone, Stone Table
thaumcraft:pedestal_arcane, Arcane Pedestal
thaumcraft:pedestal_ancient, Ancient Pedestal
thaumcraft:pedestal_eldritch, Eldritch Pedestal
thaumcraft:metal_brass, Brass Block
thaumcraft:metal_thaumium, Thaumium Block
thaumcraft:metal_void, Void Metal Block
thaumcraft:metal_alchemical, Alchemical Construct
thaumcraft:metal_alchemical_advanced, Advanced Alchemical Construct
thaumcraft:paving_stone_travel, Paving Stone of Travel
thaumcraft:paving_stone_barrier, Barrier Stone
thaumcraft:pillar_arcane, Infusion Pillar
thaumcraft:pillar_ancient, Ancient Infusion Pillar
thaumcraft:pillar_eldritch, Eldritch Infusion Pillar
thaumcraft:matrix_speed, Infusion Speed Stone
thaumcraft:matrix_cost, Infusion Cost Stone
thaumcraft:candle_white, White Tallow Candle
thaumcraft:candle_orange, Orange Tallow Candle
thaumcraft:candle_magenta, Magenta Tallow Candle
thaumcraft:candle_lightblue, Light Blue Tallow Candle
thaumcraft:candle_yellow, Yellow Tallow Candle
thaumcraft:candle_lime, Lime Tallow Candle
thaumcraft:candle_pink, Pink Tallow Candle
thaumcraft:candle_gray, Gray Tallow Candle
thaumcraft:candle_silver, Light Gray Tallow Candle
thaumcraft:candle_cyan, Cyan Tallow Candle
thaumcraft:candle_purple, Purple Tallow Candle
thaumcraft:candle_blue, Blue Tallow Candle
thaumcraft:candle_brown, Brown Tallow Candle
thaumcraft:candle_green, Green Tallow Candle
thaumcraft:candle_red, Red Tallow Candle
thaumcraft:candle_black, Black Tallow Candle
thaumcraft:banner_white, White Banner
thaumcraft:banner_orange, Orange Banner
thaumcraft:banner_magenta, Magenta Banner
thaumcraft:banner_lightblue, Light Blue Banner
thaumcraft:banner_yellow, Yellow Banner
thaumcraft:banner_lime, Lime Banner
thaumcraft:banner_pink, Pink Banner
thaumcraft:banner_gray, Gray Banner
thaumcraft:banner_silver, Light Gray Banner
thaumcraft:banner_cyan, Cyan Banner
thaumcraft:banner_purple, Purple Banner
thaumcraft:banner_blue, Blue Banner
thaumcraft:banner_brown, Brown Banner
thaumcraft:banner_green, Green Banner
thaumcraft:banner_red, Red Banner
thaumcraft:banner_black, Black Banner
thaumcraft:banner_crimson_cult, Crimson Cult Banner
thaumcraft:nitor_white, White Nitor
thaumcraft:nitor_orange, Orange Nitor
thaumcraft:nitor_magenta, Magenta Nitor
thaumcraft:nitor_lightblue, Light Blue Nitor
thaumcraft:nitor_yellow, Yellow Nitor
thaumcraft:nitor_lime, Lime Nitor
thaumcraft:nitor_pink, Pink Nitor
thaumcraft:nitor_gray, Gray Nitor
thaumcraft:nitor_silver, Light Gray Nitor
thaumcraft:nitor_cyan, Cyan Nitor
thaumcraft:nitor_purple, Purple Nitor
thaumcraft:nitor_blue, Blue Nitor
thaumcraft:nitor_brown, Brown Nitor
thaumcraft:nitor_green, Green Nitor
thaumcraft:nitor_red, Red Nitor
thaumcraft:nitor_black, Black Nitor
thaumcraft:vis_battery, Vis Battery
thaumcraft:arcane_workbench, Arcane Workbench
thaumcraft:arcane_workbench_charger, Workbench Charger
thaumcraft:dioptra, Thaumic Dioptra
thaumcraft:research_table, Research Table
thaumcraft:crucible, Crucible
thaumcraft:arcane_ear, Arcane Ear
thaumcraft:arcane_ear_toggle, Arcane Ear (Toggle)
thaumcraft:lamp_arcane, Arcane Lamp
thaumcraft:lamp_fertility, Lamp of Fertility
thaumcraft:lamp_growth, Lamp of Growth  
thaumcraft:levitator, Arcane Levitator
thaumcraft:centrifuge, Essentia Centrifuge
thaumcraft:bellows, Arcane Bellows
thaumcraft:smelter_basic, Essentia Smeltery
thaumcraft:smelter_thaumium, Thaumium Essentia Smeltery
thaumcraft:smelter_void, Void Metal Essentia Smeltery
thaumcraft:smelter_aux, Auxiliary Slurry Pump
thaumcraft:smelter_vent, Auxiliary Venting Port
thaumcraft:alembic, Arcane Alembic
thaumcraft:recharge_pedestal, Recharge Pedestal
thaumcraft:wand_workbench, Focal Manipulator
thaumcraft:hungry_chest, Hungry Chest
thaumcraft:tube, Essentia Tube
thaumcraft:tube_valve, Essentia Valve
thaumcraft:tube_restrict, Restricted Essentia Tube
thaumcraft:tube_oneway, Directional Essentia Tube
thaumcraft:tube_filter, Filtered Essentia Tube
thaumcraft:tube_buffer, Essentia Buffer
thaumcraft:jar_normal, Warded Jar
thaumcraft:jar_void, Void Jar
thaumcraft:jar_brain, Brain in a Jar
thaumcraft:infusion_matrix, Runic Matrix
thaumcraft:infernal_furnace, tile.infernal_furnace.name
thaumcraft:everfull_urn, Everfull Urn
thaumcraft:thaumatorium, Thaumatorium
thaumcraft:thaumatorium_top, Thaumatorium
thaumcraft:brain_box, Mnemonic Matrix
thaumcraft:spa, Arcane Spa
thaumcraft:golem_builder, Golem Press
thaumcraft:mirror, Magic Mirror
thaumcraft:mirror_essentia, Essentia Mirror
thaumcraft:essentia_input, Filling Essentia Transfuser
thaumcraft:essentia_output, Emptying Essentia Transfuser
thaumcraft:redstone_relay, Redstone Relay
thaumcraft:pattern_crafter, Arcane Pattern Crafter
thaumcraft:potion_sprayer, Potion Sprayer
thaumcraft:activator_rail, Arcane Activator Rail
thaumcraft:stabilizer, Stabilizer
thaumcraft:vis_generator, Vis Generator
thaumcraft:hole, Dimensional Tear
thaumcraft:effect_shock, Static Field
thaumcraft:effect_sap, Sapping Field
thaumcraft:effect_glimmer, Glimmer
thaumcraft:placeholder_brick, Infernal Furnace
thaumcraft:placeholder_obsidian, Infernal Furnace
thaumcraft:placeholder_bars, Golem Press
thaumcraft:placeholder_anvil, Golem Press
thaumcraft:placeholder_cauldron, Golem Press
thaumcraft:placeholder_table, Golem Press
thaumcraft:empty, Empty Space
thaumcraft:barrier, Warding Aura
forge:bucketfilled, %s Bucket
appliedenergistics2:quartz_ore, Certus Quartz Ore
appliedenergistics2:charged_quartz_ore, Charged Certus Quartz Ore
appliedenergistics2:matrix_frame, Matrix Frame
appliedenergistics2:quartz_block, Certus Quartz Block
appliedenergistics2:quartz_pillar, Certus Quartz Pillar
appliedenergistics2:chiseled_quartz_block, Chiseled Certus Quartz Block
appliedenergistics2:quartz_glass, Quartz Glass
appliedenergistics2:quartz_vibrant_glass, Vibrant Quartz Glass
appliedenergistics2:quartz_fixture, Charged Quartz Fixture
appliedenergistics2:fluix_block, Fluix Block
appliedenergistics2:sky_stone_block, Sky Stone
appliedenergistics2:smooth_sky_stone_block, Sky Stone Block
appliedenergistics2:sky_stone_brick, Sky Stone Brick
appliedenergistics2:sky_stone_small_brick, Sky Stone Small Brick
appliedenergistics2:sky_stone_chest, Sky Stone Chest
appliedenergistics2:smooth_sky_stone_chest, Sky Stone Block Chest
appliedenergistics2:sky_compass, Meteorite Compass
appliedenergistics2:grindstone, Quartz Grindstone
appliedenergistics2:crank, Wooden Crank
appliedenergistics2:inscriber, Inscriber
appliedenergistics2:wireless_access_point, ME Wireless Access Point
appliedenergistics2:charger, Charger
appliedenergistics2:tiny_tnt, Tiny TNT
appliedenergistics2:security_station, ME Security Terminal
appliedenergistics2:quantum_ring, ME Quantum Ring
appliedenergistics2:quantum_link, ME Quantum Link Chamber
appliedenergistics2:spatial_pylon, Spatial Pylon
appliedenergistics2:spatial_io_port, Spatial IO Port
appliedenergistics2:controller, ME Controller
appliedenergistics2:drive, ME Drive
appliedenergistics2:chest, ME Chest
appliedenergistics2:interface, ME Interface
appliedenergistics2:cell_workbench, Cell Workbench
appliedenergistics2:io_port, ME IO Port
appliedenergistics2:condenser, Matter Condenser
appliedenergistics2:energy_acceptor, Energy Acceptor
appliedenergistics2:vibration_chamber, Vibration Chamber
appliedenergistics2:quartz_growth_accelerator, Crystal Growth Accelerator
appliedenergistics2:energy_cell, Energy Cell
appliedenergistics2:dense_energy_cell, Dense Energy Cell
appliedenergistics2:creative_energy_cell, Creative Energy Cell
appliedenergistics2:crafting_unit, Crafting Unit
appliedenergistics2:crafting_accelerator, Crafting Co-Processing Unit
appliedenergistics2:crafting_storage_1k, 1k Crafting Storage
appliedenergistics2:crafting_storage_4k, 4k Crafting Storage
appliedenergistics2:crafting_storage_16k, 16k Crafting Storage
appliedenergistics2:crafting_storage_64k, 64k Crafting Storage
appliedenergistics2:crafting_monitor, Crafting Monitor
appliedenergistics2:molecular_assembler, Molecular Assembler
appliedenergistics2:light_detector, Light Detecting Fixture
appliedenergistics2:paint, tile.appliedenergistics2.paint.name
appliedenergistics2:sky_stone_stairs, Sky Stone Stairs
appliedenergistics2:smooth_sky_stone_stairs, Sky Stone Block Stairs
appliedenergistics2:sky_stone_brick_stairs, Sky Stone Brick Stairs
appliedenergistics2:sky_stone_small_brick_stairs, Sky Stone Small Brick Stairs
appliedenergistics2:fluix_stairs, Fluix Stairs
appliedenergistics2:quartz_stairs, Certus Quartz Stairs
appliedenergistics2:chiseled_quartz_stairs, Chiseled Certus Quartz Stairs
appliedenergistics2:quartz_pillar_stairs, Certus Quartz Pillar Stairs
appliedenergistics2:cable_bus, AE2 Cable and/or Bus
appliedenergistics2:sky_stone_slab:0, Sky Stone Slabs
appliedenergistics2:smooth_sky_stone_slab:0, Sky Stone Block Slabs
appliedenergistics2:sky_stone_brick_slab:0, Sky Stone Brick Slabs
appliedenergistics2:sky_stone_small_brick_slab:0, Sky Stone Small Brick Slabs
appliedenergistics2:fluix_slab:0, Fluix Slabs
appliedenergistics2:quartz_slab:0, Certus Quartz Slabs
appliedenergistics2:chiseled_quartz_slab:0, Chiseled Certus Quartz Slabs
appliedenergistics2:quartz_pillar_slab:0, Certus Quartz Pillar Slabs
appliedenergistics2:certus_quartz_axe, Certus Quartz Axe
appliedenergistics2:certus_quartz_hoe, Certus Quartz Hoe
appliedenergistics2:certus_quartz_spade, Certus Quartz Shovel
appliedenergistics2:certus_quartz_pickaxe, Certus Quartz Pickaxe
appliedenergistics2:certus_quartz_sword, Certus Quartz Sword
appliedenergistics2:certus_quartz_wrench, Certus Quartz Wrench
appliedenergistics2:certus_quartz_cutting_knife, Certus Quartz Cutting Knife
appliedenergistics2:nether_quartz_axe, Nether Quartz Axe
appliedenergistics2:nether_quartz_hoe, Nether Quartz Hoe
appliedenergistics2:nether_quartz_spade, Nether Quartz Shovel
appliedenergistics2:nether_quartz_pickaxe, Nether Quartz Pickaxe
appliedenergistics2:nether_quartz_sword, Nether Quartz Sword
appliedenergistics2:nether_quartz_wrench, Nether Quartz Wrench
appliedenergistics2:nether_quartz_cutting_knife, Nether Quartz Cutting Knife
appliedenergistics2:entropy_manipulator, Entropy Manipulator
appliedenergistics2:wireless_terminal, Wireless Terminal
appliedenergistics2:charged_staff, Charged Staff
appliedenergistics2:matter_cannon, Matter Cannon
appliedenergistics2:portable_cell, Portable Cell
appliedenergistics2:color_applicator, Color Applicator
appliedenergistics2:biometric_card, Biometric Card
appliedenergistics2:memory_card, Memory Card
appliedenergistics2:network_tool, Network Tool
appliedenergistics2:creative_storage_cell, Creative ME Storage Cell
appliedenergistics2:view_cell, View Cell
appliedenergistics2:storage_cell_1k, 1k ME Storage Cell
appliedenergistics2:storage_cell_4k, 4k ME Storage Cell
appliedenergistics2:storage_cell_16k, 16k ME Storage Cell
appliedenergistics2:storage_cell_64k, 64k ME Storage Cell
appliedenergistics2:spatial_storage_cell_2_cubed, 2³ Spatial Storage Cell
appliedenergistics2:spatial_storage_cell_16_cubed, 16³ Spatial Storage Cell
appliedenergistics2:spatial_storage_cell_128_cubed, 128³ Spatial Storage Cell
appliedenergistics2:crystal_seed:0, Certus Quartz Seed
appliedenergistics2:crystal_seed:600, Nether Quartz Seed
appliedenergistics2:crystal_seed:1200, Fluix Seed
appliedenergistics2:crystal_seed:0, Certus Quartz Seed
appliedenergistics2:crystal_seed:600, Nether Quartz Seed
appliedenergistics2:crystal_seed:1200, Fluix Seed
appliedenergistics2:crystal_seed:0, Certus Quartz Seed
appliedenergistics2:crystal_seed:600, Nether Quartz Seed
appliedenergistics2:crystal_seed:1200, Fluix Seed
appliedenergistics2:encoded_pattern, Encoded Pattern
appliedenergistics2:paint_ball:0, Paint Ball - White
appliedenergistics2:paint_ball:1, Paint Ball - Orange
appliedenergistics2:paint_ball:2, Paint Ball - Magenta
appliedenergistics2:paint_ball:3, Paint Ball - Light Blue
appliedenergistics2:paint_ball:4, Paint Ball - Yellow
appliedenergistics2:paint_ball:5, Paint Ball - Lime
appliedenergistics2:paint_ball:6, Paint Ball - Pink
appliedenergistics2:paint_ball:7, Paint Ball - Gray
appliedenergistics2:paint_ball:8, Paint Ball - Light Gray
appliedenergistics2:paint_ball:9, Paint Ball - Cyan
appliedenergistics2:paint_ball:10, Paint Ball - Purple
appliedenergistics2:paint_ball:11, Paint Ball - Blue
appliedenergistics2:paint_ball:12, Paint Ball - Brown
appliedenergistics2:paint_ball:13, Paint Ball - Green
appliedenergistics2:paint_ball:14, Paint Ball - Red
appliedenergistics2:paint_ball:15, Paint Ball - Black
appliedenergistics2:paint_ball:20, Paint Ball - Lumen White
appliedenergistics2:paint_ball:21, Paint Ball - Lumen Orange
appliedenergistics2:paint_ball:22, Paint Ball - Lumen Magenta
appliedenergistics2:paint_ball:23, Paint Ball - Lumen Light Blue
appliedenergistics2:paint_ball:24, Paint Ball - Lumen Yellow
appliedenergistics2:paint_ball:25, Paint Ball - Lumen Lime
appliedenergistics2:paint_ball:26, Paint Ball - Lumen Pink
appliedenergistics2:paint_ball:27, Paint Ball - Lumen Gray
appliedenergistics2:paint_ball:28, Paint Ball - Lumen Light Gray
appliedenergistics2:paint_ball:29, Paint Ball - Lumen Cyan
appliedenergistics2:paint_ball:30, Paint Ball - Lumen Purple
appliedenergistics2:paint_ball:31, Paint Ball - Lumen Blue
appliedenergistics2:paint_ball:32, Paint Ball - Lumen Brown
appliedenergistics2:paint_ball:33, Paint Ball - Lumen Green
appliedenergistics2:paint_ball:34, Paint Ball - Lumen Red
appliedenergistics2:paint_ball:35, Paint Ball - Lumen Black
appliedenergistics2:material:28, Advanced Card
appliedenergistics2:material:44, Annihilation Core
appliedenergistics2:material:25, Basic Card
appliedenergistics2:material:52, Blank Pattern
appliedenergistics2:material:23, Calculation Processor
appliedenergistics2:material:13, Inscriber Calculation Press
appliedenergistics2:material:16, Printed Calculation Circuit
appliedenergistics2:material:27, Capacity Card
appliedenergistics2:material:53, Crafting Card
appliedenergistics2:material:29, Fuzzy Card
appliedenergistics2:material:31, Inverter Card
appliedenergistics2:material:26, Redstone Card
appliedenergistics2:material:30, Acceleration Card
appliedenergistics2:material:34, 128³ Spatial Component
appliedenergistics2:material:37, 16k ME Storage Component
appliedenergistics2:material:33, 16³ Spatial Component
appliedenergistics2:material:35, 1k ME Storage Component
appliedenergistics2:material:32, 2³ Spatial Component
appliedenergistics2:material:36, 4k ME Storage Component
appliedenergistics2:material:38, 64k ME Storage Component
appliedenergistics2:material:0, Certus Quartz Crystal
appliedenergistics2:material:1, Charged Certus Quartz Crystal
appliedenergistics2:material:2, Certus Quartz Dust
appliedenergistics2:material:39, ME Storage Housing
appliedenergistics2:material:46, Ender Dust
appliedenergistics2:material:24, Engineering Processor
appliedenergistics2:material:14, Inscriber Engineering Press
appliedenergistics2:material:17, Printed Engineering Circuit
appliedenergistics2:material:7, Fluix Crystal
appliedenergistics2:material:8, Fluix Dust
appliedenergistics2:material:9, Fluix Pearl
appliedenergistics2:material:43, Formation Core
appliedenergistics2:material:22, Logic Processor
appliedenergistics2:material:15, Inscriber Logic Press
appliedenergistics2:material:18, Printed Logic Circuit
appliedenergistics2:material:6, Matter Ball
appliedenergistics2:material:21, Inscriber Name Press
appliedenergistics2:material:10, Pure Certus Quartz Crystal
appliedenergistics2:material:12, Pure Fluix Crystal
appliedenergistics2:material:11, Pure Nether Quartz Crystal
appliedenergistics2:material:48, Quantum Entangled Singularity
appliedenergistics2:material:19, Inscriber Silicon Press
appliedenergistics2:material:20, Printed Silicon
appliedenergistics2:material:47, Singularity
appliedenergistics2:material:45, Sky Stone Dust
appliedenergistics2:material:41, Wireless Receiver
appliedenergistics2:material:42, Wireless Booster
appliedenergistics2:part:300, ME Annihilation Plane
appliedenergistics2:part:120, Cable Anchor
appliedenergistics2:part:20, ME Covered Cable - White
appliedenergistics2:part:21, ME Covered Cable - Orange
appliedenergistics2:part:22, ME Covered Cable - Magenta
appliedenergistics2:part:23, ME Covered Cable - Light Blue
appliedenergistics2:part:24, ME Covered Cable - Yellow
appliedenergistics2:part:25, ME Covered Cable - Lime
appliedenergistics2:part:26, ME Covered Cable - Pink
appliedenergistics2:part:27, ME Covered Cable - Gray
appliedenergistics2:part:28, ME Covered Cable - Light Gray
appliedenergistics2:part:29, ME Covered Cable - Cyan
appliedenergistics2:part:30, ME Covered Cable - Purple
appliedenergistics2:part:31, ME Covered Cable - Blue
appliedenergistics2:part:32, ME Covered Cable - Brown
appliedenergistics2:part:33, ME Covered Cable - Green
appliedenergistics2:part:34, ME Covered Cable - Red
appliedenergistics2:part:35, ME Covered Cable - Black
appliedenergistics2:part:36, ME Covered Cable - Fluix
appliedenergistics2:part:500, ME Dense Covered Cable - White
appliedenergistics2:part:501, ME Dense Covered Cable - Orange
appliedenergistics2:part:502, ME Dense Covered Cable - Magenta
appliedenergistics2:part:503, ME Dense Covered Cable - Light Blue
appliedenergistics2:part:504, ME Dense Covered Cable - Yellow
appliedenergistics2:part:505, ME Dense Covered Cable - Lime
appliedenergistics2:part:506, ME Dense Covered Cable - Pink
appliedenergistics2:part:507, ME Dense Covered Cable - Gray
appliedenergistics2:part:508, ME Dense Covered Cable - Light Gray
appliedenergistics2:part:509, ME Dense Covered Cable - Cyan
appliedenergistics2:part:510, ME Dense Covered Cable - Purple
appliedenergistics2:part:511, ME Dense Covered Cable - Blue
appliedenergistics2:part:512, ME Dense Covered Cable - Brown
appliedenergistics2:part:513, ME Dense Covered Cable - Green
appliedenergistics2:part:514, ME Dense Covered Cable - Red
appliedenergistics2:part:515, ME Dense Covered Cable - Black
appliedenergistics2:part:516, ME Dense Covered Cable - Fluix
appliedenergistics2:part:60, ME Dense Smart Cable - White
appliedenergistics2:part:61, ME Dense Smart Cable - Orange
appliedenergistics2:part:62, ME Dense Smart Cable - Magenta
appliedenergistics2:part:63, ME Dense Smart Cable - Light Blue
appliedenergistics2:part:64, ME Dense Smart Cable - Yellow
appliedenergistics2:part:65, ME Dense Smart Cable - Lime
appliedenergistics2:part:66, ME Dense Smart Cable - Pink
appliedenergistics2:part:67, ME Dense Smart Cable - Gray
appliedenergistics2:part:68, ME Dense Smart Cable - Light Gray
appliedenergistics2:part:69, ME Dense Smart Cable - Cyan
appliedenergistics2:part:70, ME Dense Smart Cable - Purple
appliedenergistics2:part:71, ME Dense Smart Cable - Blue
appliedenergistics2:part:72, ME Dense Smart Cable - Brown
appliedenergistics2:part:73, ME Dense Smart Cable - Green
appliedenergistics2:part:74, ME Dense Smart Cable - Red
appliedenergistics2:part:75, ME Dense Smart Cable - Black
appliedenergistics2:part:76, ME Dense Smart Cable - Fluix
appliedenergistics2:part:0, ME Glass Cable - White
appliedenergistics2:part:1, ME Glass Cable - Orange
appliedenergistics2:part:2, ME Glass Cable - Magenta
appliedenergistics2:part:3, ME Glass Cable - Light Blue
appliedenergistics2:part:4, ME Glass Cable - Yellow
appliedenergistics2:part:5, ME Glass Cable - Lime
appliedenergistics2:part:6, ME Glass Cable - Pink
appliedenergistics2:part:7, ME Glass Cable - Gray
appliedenergistics2:part:8, ME Glass Cable - Light Gray
appliedenergistics2:part:9, ME Glass Cable - Cyan
appliedenergistics2:part:10, ME Glass Cable - Purple
appliedenergistics2:part:11, ME Glass Cable - Blue
appliedenergistics2:part:12, ME Glass Cable - Brown
appliedenergistics2:part:13, ME Glass Cable - Green
appliedenergistics2:part:14, ME Glass Cable - Red
appliedenergistics2:part:15, ME Glass Cable - Black
appliedenergistics2:part:16, ME Glass Cable - Fluix
appliedenergistics2:part:40, ME Smart Cable - White
appliedenergistics2:part:41, ME Smart Cable - Orange
appliedenergistics2:part:42, ME Smart Cable - Magenta
appliedenergistics2:part:43, ME Smart Cable - Light Blue
appliedenergistics2:part:44, ME Smart Cable - Yellow
appliedenergistics2:part:45, ME Smart Cable - Lime
appliedenergistics2:part:46, ME Smart Cable - Pink
appliedenergistics2:part:47, ME Smart Cable - Gray
appliedenergistics2:part:48, ME Smart Cable - Light Gray
appliedenergistics2:part:49, ME Smart Cable - Cyan
appliedenergistics2:part:50, ME Smart Cable - Purple
appliedenergistics2:part:51, ME Smart Cable - Blue
appliedenergistics2:part:52, ME Smart Cable - Brown
appliedenergistics2:part:53, ME Smart Cable - Green
appliedenergistics2:part:54, ME Smart Cable - Red
appliedenergistics2:part:55, ME Smart Cable - Black
appliedenergistics2:part:56, ME Smart Cable - Fluix
appliedenergistics2:part:420, ME Conversion Monitor
appliedenergistics2:part:360, ME Crafting Terminal
appliedenergistics2:part:200, Dark Illuminated Panel
appliedenergistics2:part:260, ME Export Bus
appliedenergistics2:part:320, ME Formation Plane
appliedenergistics2:part:301, ME Identity Annihilation Plane
appliedenergistics2:part:240, ME Import Bus
appliedenergistics2:part:440, ME Interface
appliedenergistics2:part:480, ME Interface Terminal
appliedenergistics2:part:100, ME Inverted Toggle Bus
appliedenergistics2:part:280, ME Level Emitter
appliedenergistics2:part:160, Bright Illuminated Panel
appliedenergistics2:part:469, P2P Tunnel - FE
appliedenergistics2:part:463, P2P Tunnel - Fluid
appliedenergistics2:part:462, P2P Tunnel - Item
appliedenergistics2:part:467, P2P Tunnel - Light
appliedenergistics2:part:460, P2P Tunnel - ME
appliedenergistics2:part:461, P2P Tunnel - Redstone
appliedenergistics2:part:340, ME Pattern Terminal
appliedenergistics2:part:140, Quartz Fiber
appliedenergistics2:part:180, Illuminated Panel
appliedenergistics2:part:220, ME Storage Bus
appliedenergistics2:part:400, ME Storage Monitor
appliedenergistics2:part:380, ME Terminal
appliedenergistics2:part:80, ME Toggle Bus
aether:skyroot_stick, Skyroot Stick
aether:ambrosium_shard, Ambrosium Shard
aether:ambrosium_chunk, Ambrosium Chunk
aether:zanite_gemstone, Zanite Gemstone
aether:arkenium, Arkenium Plate
aether:arkenium_strip, Arkenium Strip
aether:icestone, Icestone
aether:gravitite_plate, Gravitite Plate
aether:cloudtwine, Cloudtwine
aether:moa_feather:0, Moa Feather
aether:cockatrice_feather, Cockatrice Feather
aether:skyroot_axe, Skyroot Axe
aether:skyroot_pickaxe, Skyroot Pickaxe
aether:skyroot_shovel, Skyroot Shovel
aether:skyroot_sword, Skyroot Sword
aether:skyroot_shield, Skyroot Shield
aether:holystone_axe, Holystone Axe
aether:holystone_pickaxe, Holystone Pickaxe
aether:holystone_shovel, Holystone Shovel
aether:holystone_sword, Holystone Sword
aether:holystone_shield, Holystone Shield
aether:zanite_axe, Zanite Axe
aether:zanite_pickaxe, Zanite Pickaxe
aether:zanite_shovel, Zanite Shovel
aether:zanite_sword, Zanite Sword
aether:zanite_shield, Zanite Shield
aether:arkenium_axe, Arkenium Axe
aether:arkenium_pickaxe, Arkenium Pickaxe
aether:arkenium_shovel, Arkenium Shovel
aether:arkenium_sword, Arkenium Sword
aether:arkenium_shield, Arkenium Shield
aether:gravitite_axe, Gravitite Axe
aether:gravitite_pickaxe, Gravitite Pickaxe
aether:gravitite_shovel, Gravitite Shovel
aether:gravitite_sword, Gravitite Sword
aether:gravitite_shield, Gravitite Shield
aether:arkenium_shears, Arkenium Shears
aether:taegore_hide_helmet, Taegore Hide Hood
aether:taegore_hide_chestplate, Taegore Hide Jacket
aether:taegore_hide_leggings, Taegore Hide Leggings
aether:taegore_hide_boots, Taegore Hide Boots
aether:taegore_hide_gloves, Taegore Hide Gloves
aether:zanite_helmet, Zanite Helmet
aether:zanite_chestplate, Zanite Chestplate
aether:zanite_leggings, Zanite Leggings
aether:zanite_boots, Zanite Boots
aether:zanite_gloves, Zanite Arm Guards
aether:arkenium_helmet, Arkenium Helmet
aether:arkenium_chestplate, Arkenium Chestplate
aether:arkenium_leggings, Arkenium Leggings
aether:arkenium_boots, Arkenium Boots
aether:arkenium_gloves, Arkenium Gauntlets
aether:gravitite_helmet, Gravitite Helmet
aether:gravitite_chestplate, Gravitite Chestplate
aether:gravitite_leggings, Gravitite Leggings
aether:gravitite_boots, Gravitite Boots
aether:gravitite_gloves, Gravitite Gauntlets
aether:golden_amber, Golden Amber
aether:taegore_hide, Taegore Hide
aether:burrukai_pelt, Burrukai Pelt
aether:valkyrie_wings, Valkyrie Wings
aether:brettl_cane, Brettl Cane
aether:brettl_grass, Brettl Grass
aether:aechor_petal, Aechor Petal
aether:aether_saddle, Moa Saddle
aether:blueberries, Blueberries
aether:enchanted_blueberry, Enchanted Blueberry
aether:orange, Orange
aether:wyndberry, Wyndberry
aether:enchanted_wyndberry, Enchanted Wyndberry
aether:swet_jelly:0, Blue Swet Jelly
aether:swet_jelly:1, Green Swet Jelly
aether:swet_jelly:2, Purple Swet Jelly
aether:swet_gel:0, Blue Swet Gel
aether:swet_gel:1, Green Swet Gel
aether:swet_gel:2, Purple Swet Gel
aether:swet_sugar, Swet Sugar
aether:raw_taegore_meat, Taegore Leg
aether:taegore_steak, Roast Taegore
aether:burrukai_rib_cut, Burrukai Rib Joint
aether:burrukai_ribs, Burrukai Ribs
aether:kirrid_loin, Kirrid Loin
aether:kirrid_cutlet, Kirrid Cutlet
aether:fried_moa_egg, Fried Moa Egg
aether:candy_corn, Candy Corn
aether:cocoatrice, Cocoatrice
aether:wrapped_chocolates, Wrapped Chocolates
aether:jelly_pumpkin, Jelly Pumpkin
aether:stomper_pop, Stomper Pop
aether:blueberry_lollipop, Blueberry Lollipop
